,"Composition, wt.%",,,,,,,,,,,,,,,,,,,,,,,,"Epit, mV (SCE)",,,Test Temp.,Test Solution,[Cl-],,,Scan Rate,Heat treatment,Microstructures,Comments,Reference,Material class,,,,
No.,Fe,Cr,Ni,Mo,W,N,Nb,C,Si,Mn,Cu,P,S,Al,V,Ta,Re,Ce,Ti,Co,B,Mg,Y,Gd,Avg.,Max,Min,oC,,M,pH,Test Method,mV/s,,,,,,,,,
289.00,71.04,17.40,5.47,0.00,0.00,0.06,0.00,0.02,0.27,5.70,NA,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,700.25,NA,NA,25,"0.1 N H2SO4, 0.05N NaCl",0.0500,1.00,"Potentiodynamic Polarization, the specimens were cut from rods and mounted in epoxy resin so that the exposed surface area was about 0.8 cm^2. This surface was coarse-ground with silicon-carbide papers and then fine-ground with alumina paste.",1.66,"Steels used for this study were kindly supplied by the Institute of Iron Metallurgy in Gliwice, Poland. They were in the form of hot forged rods, 18 mm in diameter. Quenching in water occurered after either (1) heating 1h in air at 1050C, (2) heating 0.5h in air at 1050C",??-ferrite,"In the as-received specimens of the 18Cr-5Ni-0.03Mn steel, metallographic examination revealed the presence of martensite with some inclusions of ??-ferrite. As determined by X-ray analysis, the alloys with more than 5% Mn contained austenite and ferrite. No traces of ??-phase were detected. The amount of ??-phase depended upon the steel composition.  The higher the Mn content was and the lower the C and the N contents were, the greater the amount of ??-phase present. However, heat-to-heat variations also very likely influenced the phase composition of the alloys under investigation. In all specimens, small particles of a foreign phase were detected. They were identified by electron probe analysis as carbides (presumably Me23C6).",66,Fe Alloy,,,,
290.00,66.60,17.60,5.52,0.00,0.00,0.05,0.00,0.01,0.57,9.60,NA,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,252.86,NA,NA,25,"0.1 N H2SO4, 0.05N NaCl",0.0500,1.00,"Potentiodynamic Polarization, the specimens were cut from rods and mounted in epoxy resin so that the exposed surface area was about 0.8 cm^2. This surface was coarse-ground with silicon-carbide papers and then fine-ground with alumina paste.",1.66,"Steels used for this study were kindly supplied by the Institute of Iron Metallurgy in Gliwice, Poland. They were in the form of hot forged rods, 18 mm in diameter. Quenching in water occurered after either (1) heating 1h in air at 1050C, (2) heating 0.5h in air at 1050C",??-ferrite,"In the as-received specimens of the 18Cr-5Ni-0.03Mn steel, metallographic examination revealed the presence of martensite with some inclusions of ??-ferrite. As determined by X-ray analysis, the alloys with more than 5% Mn contained austenite and ferrite. No traces of ??-phase were detected. The amount of ??-phase depended upon the steel composition.  The higher the Mn content was and the lower the C and the N contents were, the greater the amount of ??-phase present. However, heat-to-heat variations also very likely influenced the phase composition of the alloys under investigation. In all specimens, small particles of a foreign phase were detected. They were identified by electron probe analysis as carbides (presumably Me23C6).",66,Fe Alloy,,,,
291.00,66.25,17.50,5.69,0.00,0.00,0.02,0.00,0.00,0.50,10.00,NA,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,252.86,NA,NA,25,"0.1 N H2SO4, 0.05N NaCl",0.0500,1.00,"Potentiodynamic Polarization, the specimens were cut from rods and mounted in epoxy resin so that the exposed surface area was about 0.8 cm^2. This surface was coarse-ground with silicon-carbide papers and then fine-ground with alumina paste.",1.66,"Steels used for this study were kindly supplied by the Institute of Iron Metallurgy in Gliwice, Poland. They were in the form of hot forged rods, 18 mm in diameter. Quenching in water occurered after either (1) heating 1h in air at 1050C, (2) heating 0.5h in air at 1050C",??-ferrite,"In the as-received specimens of the 18Cr-5Ni-0.03Mn steel, metallographic examination revealed the presence of martensite with some inclusions of ??-ferrite. As determined by X-ray analysis, the alloys with more than 5% Mn contained austenite and ferrite. No traces of ??-phase were detected. The amount of ??-phase depended upon the steel composition.  The higher the Mn content was and the lower the C and the N contents were, the greater the amount of ??-phase present. However, heat-to-heat variations also very likely influenced the phase composition of the alloys under investigation. In all specimens, small particles of a foreign phase were detected. They were identified by electron probe analysis as carbides (presumably Me23C6).",66,Fe Alloy,,,,
292.00,64.86,17.60,5.48,0.00,0.00,0.07,0.00,0.02,0.23,11.70,NA,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,254.95,NA,NA,25,"0.1 N H2SO4, 0.05N NaCl",0.0500,1.00,"Potentiodynamic Polarization, the specimens were cut from rods and mounted in epoxy resin so that the exposed surface area was about 0.8 cm^2. This surface was coarse-ground with silicon-carbide papers and then fine-ground with alumina paste.",1.66,"Steels used for this study were kindly supplied by the Institute of Iron Metallurgy in Gliwice, Poland. They were in the form of hot forged rods, 18 mm in diameter. Quenching in water occurered after either (1) heating 1h in air at 1050C, (2) heating 0.5h in air at 1050C",??-ferrite,"In the as-received specimens of the 18Cr-5Ni-0.03Mn steel, metallographic examination revealed the presence of martensite with some inclusions of ??-ferrite. As determined by X-ray analysis, the alloys with more than 5% Mn contained austenite and ferrite. No traces of ??-phase were detected. The amount of ??-phase depended upon the steel composition.  The higher the Mn content was and the lower the C and the N contents were, the greater the amount of ??-phase present. However, heat-to-heat variations also very likely influenced the phase composition of the alloys under investigation. In all specimens, small particles of a foreign phase were detected. They were identified by electron probe analysis as carbides (presumably Me23C6).",66,Fe Alloy,,,,
293.00,61.22,17.60,5.44,0.00,0.00,0.09,0.00,0.00,0.50,15.10,NA,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,250.77,NA,NA,25,"0.1 N H2SO4, 0.05N NaCl",0.0500,1.00,"Potentiodynamic Polarization, the specimens were cut from rods and mounted in epoxy resin so that the exposed surface area was about 0.8 cm^2. This surface was coarse-ground with silicon-carbide papers and then fine-ground with alumina paste.",1.66,"Steels used for this study were kindly supplied by the Institute of Iron Metallurgy in Gliwice, Poland. They were in the form of hot forged rods, 18 mm in diameter. Quenching in water occurered after either (1) heating 1h in air at 1050C, (2) heating 0.5h in air at 1050C",??-ferrite,"In the as-received specimens of the 18Cr-5Ni-0.03Mn steel, metallographic examination revealed the presence of martensite with some inclusions of ??-ferrite. As determined by X-ray analysis, the alloys with more than 5% Mn contained austenite and ferrite. No traces of ??-phase were detected. The amount of ??-phase depended upon the steel composition.  The higher the Mn content was and the lower the C and the N contents were, the greater the amount of ??-phase present. However, heat-to-heat variations also very likely influenced the phase composition of the alloys under investigation. In all specimens, small particles of a foreign phase were detected. They were identified by electron probe analysis as carbides (presumably Me23C6).",66,Fe Alloy,,,,
294.00,69.84,17.00,13.00,0.00,0.00,0.16,0.00,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,860.69,NA,NA,NA,0.5 M H2SO4,0.0000,0.00,"Potentiodynamic Polarization, the electrochemical experiments were carried out in an inert gas glove box by using a 0.5 M H2SO4 solution which was de-aerated by purging with N2. Sample disks of 10 mm diameter were mounted in the electrochemical glass cell equipped with a platinum counter electrode and a mercurous sulfate reference electrode.",1.00,NA,NA,no major difference between different sample in fig 1,33,Fe Alloy,,,,
295.00,72.00,18.00,10.00,0.00,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,860.69,NA,NA,NA,0.5 M H2SO4,0.0000,0.00,"Potentiodynamic Polarization, the electrochemical experiments were carried out in an inert gas glove box by using a 0.5 M H2SO4 solution which was de-aerated by purging with N2. Sample disks of 10 mm diameter were mounted in the electrochemical glass cell equipped with a platinum counter electrode and a mercurous sulfate reference electrode.",1.00,NA,NA,"no major difference between different sample in fig 1, N<10ppm",33,Fe Alloy,,,,
296.00,66.81,16.64,14.23,2.25,0.00,0.00,0.00,NA,0.01,0.01,NA,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,477.73,NA,NA,25,1 M KCl,1.0000,7.00,"Potentiodynamic Polarization, Cu-wire was spot-welded to one side of each specimen, mounted in epoxy resin, and ground to 2000 grade silicon carbide. To avoid crevice corrosion, the specimenmount interface was carefully coated with a thin ®lm of silicone sealant. Approximately 1 cm2 of the surface was exposed to the test solution.",0.20,"The alloys were induction melted in a vacuum furnace and cast into ingots. The ingots were hot-rolled in a controlled atmosphere, and then cold-rolled to 2.154 mm thick sheets. Before the experiments, all specimens were solution annealed for 20 min at 1150°C, and then water quenched.","Single austenitic phase. No second phase. Two types of inclusions, MnS and alumina, were found",perform at room temperature,34,Fe Alloy,,,,
297.00,66.76,16.56,14.26,2.27,0.00,0.06,0.00,NA,0.01,0.01,NA,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,673.94,NA,NA,25,1 M KCl,1.0000,7.00,"Potentiodynamic Polarization. Potentiodynamic polarization tests were performed using a three-electrode cell system consisting of a saturated calomel electrode (SCE) as a reference, a platinum electrode as a counter, and a specimen as the working electrode. The sample was kept immersed in the test solution for 2 h at open-circuit potential. After obtaining the stable corrosion potential (Ecorr), the potential was raised in the anodic direction, from ±100 mV below Ecorr, at a scan rate of 0.2 mV/s.",0.20,"The alloys were induction melted in a vacuum furnace and cast into ingots. The ingots were hot-rolled in a controlled atmosphere, and then cold-rolled to 2.154 mm thick sheets. Before the experiments, all specimens were solution annealed for 20 min at 1150°C, and then water quenched.","Single austenitic phase. No second phase. Two types of inclusions, MnS and alumina, were found",perform at room temperature,34,Fe Alloy,,,,
298.00,67.07,16.40,14.10,2.23,0.00,0.12,0.00,NA,0.01,0.01,NA,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,936.28,NA,NA,25,1 M KCl,1.0000,7.00,"Potentiodynamic Polarization. Potentiodynamic polarization tests were performed using a three-electrode cell system consisting of a saturated calomel electrode (SCE) as a reference, a platinum electrode as a counter, and a specimen as the working electrode. The sample was kept immersed in the test solution for 2 h at open-circuit potential. After obtaining the stable corrosion potential (Ecorr), the potential was raised in the anodic direction, from ±100 mV below Ecorr, at a scan rate of 0.2 mV/s.",0.20,"The alloys were induction melted in a vacuum furnace and cast into ingots. The ingots were hot-rolled in a controlled atmosphere, and then cold-rolled to 2.154 mm thick sheets. Before the experiments, all specimens were solution annealed for 20 min at 1150°C, and then water quenched.","Single austenitic phase. No second phase. Two types of inclusions, MnS and alumina, were found",perform at room temperature,34,Fe Alloy,,,,
299.00,66.99,16.36,14.08,2.29,0.00,0.17,0.00,NA,0.02,0.01,NA,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1168.83,NA,NA,25,1 M KCl,1.0000,7.00,"Potentiodynamic Polarization. Potentiodynamic polarization tests were performed using a three-electrode cell system consisting of a saturated calomel electrode (SCE) as a reference, a platinum electrode as a counter, and a specimen as the working electrode. The sample was kept immersed in the test solution for 2 h at open-circuit potential. After obtaining the stable corrosion potential (Ecorr), the potential was raised in the anodic direction, from ±100 mV below Ecorr, at a scan rate of 0.2 mV/s.",0.20,"The alloys were induction melted in a vacuum furnace and cast into ingots. The ingots were hot-rolled in a controlled atmosphere, and then cold-rolled to 2.154 mm thick sheets. Before the experiments, all specimens were solution annealed for 20 min at 1150°C, and then water quenched.","Single austenitic phase. No second phase. Two types of inclusions, MnS and alumina, were found",perform at room temperature,34,Fe Alloy,,,,
300.00,46.20,16.91,14.29,2.18,0.00,0.39,0.00,NA,0.01,20.00,NA,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,440.00,NA,NA,25,1 M KCl,1.0000,7.00,"Potentiodynamic Polarization. Potentiodynamic polarization tests were performed using a three-electrode cell system consisting of a saturated calomel electrode (SCE) as a reference, a platinum electrode as a counter, and a specimen as the working electrode. The sample was kept immersed in the test solution for 2 h at open-circuit potential. After obtaining the stable corrosion potential (Ecorr), the potential was raised in the anodic direction, from ±100 mV below Ecorr, at a scan rate of 0.2 mV/s.",0.20,"The alloys were induction melted in a vacuum furnace and cast into ingots. The ingots were hot-rolled in a controlled atmosphere, and then cold-rolled to 2.154 mm thick sheets. Before the experiments, all specimens were solution annealed for 20 min at 1150°C, and then water quenched.","Single austenitic phase. No second phase. Two types of inclusions, MnS and alumina, were found",perform at room temperature,34,Fe Alloy,,,,
301.00,66.81,16.64,14.23,2.25,0.00,0.00,0.00,NA,0.01,0.01,NA,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,203.35,NA,NA,25,0.5 M HCl,0.5000,0.30,"Potentiodynamic Polarization. Potentiodynamic polarization tests were performed using a three-electrode cell system consisting of a saturated calomel electrode (SCE) as a reference, a platinum electrode as a counter, and a specimen as the working electrode. The sample was kept immersed in the test solution for 2 h at open-circuit potential. After obtaining the stable corrosion potential (Ecorr), the potential was raised in the anodic direction, from ±100 mV below Ecorr, at a scan rate of 0.2 mV/s.",0.20,"The alloys were induction melted in a vacuum furnace and cast into ingots. The ingots were hot-rolled in a controlled atmosphere, and then cold-rolled to 2.154 mm thick sheets. Before the experiments, all specimens were solution annealed for 20 min at 1150°C, and then water quenched.","Single austenitic phase. No second phase. Two types of inclusions, MnS and alumina, were found",perform at room temperature,34,Fe Alloy,,,,
